APMC,Commodity,Year,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,month,joined
jalna,soybean,2016,2625,3396,3786,3700,2016-06-01,Jalna,6,soybean_jalna
jalna,pigeon pea (tur),2016,3779,7832,8915,8547,2016-06-01,Jalna,6,pigeon pea (tur)_jalna
partur,wheat(husked),2016,204,1801,2139,1981,2016-06-01,Jalna,6,wheat(husked)_partur
ner parasopant,soybean,2016,2477,3460,3681,3575,2016-06-01,Yewatmal,6,soybean_ner parasopant
aurangabad,cluster bean,2016,362,3442,4615,4029,2016-06-01,Aurangabad,6,cluster bean_aurangabad
jalna,green gram,2016,88,5410,5530,5510,2016-06-01,Jalna,6,green gram_jalna
pune,green peas (dry),2016,3550,3423,4410,4055,2016-06-01,Pune,6,green peas (dry)_pune
jalna,gram,2016,1333,6160,6829,6597,2016-06-01,Jalna,6,gram_jalna
lasur station,sorgum(jawar),2016,2420,1608,2273,1850,2016-06-01,Aurangabad,6,sorgum(jawar)_lasur station
jafrabad,maize,2016,428,1305,1495,1407,2016-06-01,Jalna,6,maize_jafrabad
jalna,maize,2016,1195,1586,1661,1619,2016-06-01,Jalna,6,maize_jalna
pune,ginger (fresh),2016,13766,1277,3162,2900,2016-06-01,Pune,6,ginger (fresh)_pune
umarkhed,soybean,2016,720,3486,3657,3571,2016-06-01,Yewatmal,6,soybean_umarkhed
lasur station,gram,2016,447,5895,6526,6418,2016-06-01,Aurangabad,6,gram_lasur station
partur,sorgum(jawar),2016,807,1738,1823,1780,2016-06-01,Jalna,6,sorgum(jawar)_partur
aurangabad,ladies finger,2016,1082,2615,3165,2888,2016-06-01,Aurangabad,6,ladies finger_aurangabad
aurangabad,cucumber,2016,2052,1292,1915,1604,2016-06-01,Aurangabad,6,cucumber_aurangabad
aurangabad,onion,2016,11324,265,869,565,2016-06-01,Aurangabad,6,onion_aurangabad
aurangabad,potato,2016,13312,1396,1615,1505,2016-06-01,Aurangabad,6,potato_aurangabad
aurangabad,papai,2016,672,2420,3047,2737,2016-06-01,Aurangabad,6,papai_aurangabad
aurangabad,bitter gourd,2016,969,2042,2913,2477,2016-06-01,Aurangabad,6,bitter gourd_aurangabad
aurangabad,mosambi,2016,924,2700,4100,3400,2016-06-01,Aurangabad,6,mosambi_aurangabad
lasur station,onion,2016,47379,169,1109,576,2016-06-01,Aurangabad,6,onion_lasur station
aurangabad,garlic,2016,623,6000,11333,8667,2016-06-01,Aurangabad,6,garlic_aurangabad
aurangabad,shevga,2016,229,3013,3833,3427,2016-06-01,Aurangabad,6,shevga_aurangabad
aurangabad,brinjal,2016,632,2464,3188,2826,2016-06-01,Aurangabad,6,brinjal_aurangabad
aurangabad,lemon,2016,356,2585,3950,3267,2016-06-01,Aurangabad,6,lemon_aurangabad
aurangabad,pomegranate,2016,511,1504,3752,2628,2016-06-01,Aurangabad,6,pomegranate_aurangabad
aurangabad,green chilli,2016,2656,3127,4673,3900,2016-06-01,Aurangabad,6,green chilli_aurangabad
gangapur,bajri,2016,161,1696,1879,1813,2016-06-01,Aurangabad,6,bajri_gangapur
pune,beet root,2016,959,848,2052,1816,2016-06-01,Pune,6,beet root_pune
aurangabad,capsicum,2016,504,4292,5968,5130,2016-06-01,Aurangabad,6,capsicum_aurangabad
pune,green gram,2016,1143,7133,7843,7640,2016-06-01,Pune,6,green gram_pune
lasur station,maize,2016,106,1535,1607,1559,2016-06-01,Aurangabad,6,maize_lasur station
aurangabad,bottle gourd,2016,272,900,1493,1196,2016-06-01,Aurangabad,6,bottle gourd_aurangabad
indapur,onion,2016,1323,109,865,435,2016-06-01,Pune,6,onion_indapur
gangapur,gram,2016,69,5935,6200,6143,2016-06-01,Aurangabad,6,gram_gangapur
pune,rice(paddy-hus),2016,35022,4794,5766,5453,2016-06-01,Pune,6,rice(paddy-hus)_pune
gangapur,maize,2016,7,1556,1581,1571,2016-06-01,Aurangabad,6,maize_gangapur
nira,jaggery,2016,2315,3633,4083,3858,2016-06-01,Pune,6,jaggery_nira
indapur,pomegranate,2016,11856,1077,10631,2308,2016-06-01,Pune,6,pomegranate_indapur
jalna,wheat(husked),2016,1713,1922,2066,1981,2016-06-01,Jalna,6,wheat(husked)_jalna
gangapur,sorgum(jawar),2016,506,1699,1902,1800,2016-06-01,Aurangabad,6,sorgum(jawar)_gangapur
yeotmal,soybean,2016,6482,3463,3816,3657,2016-06-01,Yewatmal,6,soybean_yeotmal
manchar,shepu,2016,2890,2048,2438,2128,2016-06-01,Pune,6,shepu_manchar
jalna,sorgum(jawar),2016,16500,1404,2576,1830,2016-06-01,Jalna,6,sorgum(jawar)_jalna
gangapur,wheat(husked),2016,109,1642,1905,1779,2016-06-01,Aurangabad,6,wheat(husked)_gangapur
pune,lentil,2016,1180,6319,6700,6586,2016-06-01,Pune,6,lentil_pune
umarkhed-danki,wheat(husked),2016,120,1525,1625,1575,2016-06-01,Yewatmal,6,wheat(husked)_umarkhed-danki
jalna,bajri,2016,3242,1567,1875,1707,2016-06-01,Jalna,6,bajri_jalna
lasur station,bajri,2016,927,1497,1776,1680,2016-06-01,Aurangabad,6,bajri_lasur station
lasur station,wheat(husked),2016,12001,1599,1849,1713,2016-07-01,Aurangabad,7,wheat(husked)_lasur station
lasur station,maize,2016,30,1737,1813,1784,2016-07-01,Aurangabad,7,maize_lasur station
dhule,maize,2016,266,1670,1772,1724,2016-07-01,Dhule,7,maize_dhule
anajngaon surji,pigeon pea (tur),2016,1312,7644,8205,7906,2016-07-01,Amaravathi,7,pigeon pea (tur)_anajngaon surji
lasur station,sorgum(jawar),2016,1039,1788,2179,1924,2016-07-01,Aurangabad,7,sorgum(jawar)_lasur station
akluj,potato,2016,805,1610,2005,2005,2016-07-01,Solapur,7,potato_akluj
jalna,bajri,2016,2292,1670,2018,1822,2016-07-01,Jalna,7,bajri_jalna
dhule,sorgum(jawar),2016,221,1667,1770,1750,2016-07-01,Dhule,7,sorgum(jawar)_dhule
dhule,soybean,2016,30,3471,3526,3526,2016-07-01,Dhule,7,soybean_dhule
rahata,brinjal,2016,93,1115,1615,1300,2016-07-01,Ahmadnagar,7,brinjal_rahata
lasur station,gram,2016,116,6384,7715,7308,2016-07-01,Aurangabad,7,gram_lasur station
rahuri-vambori,soybean,2016,22,3392,3459,3425,2016-07-01,Ahmadnagar,7,soybean_rahuri-vambori
lasur station,onion,2016,49467,219,873,563,2016-07-01,Aurangabad,7,onion_lasur station
anajngaon surji,soybean,2016,944,2938,3466,3200,2016-07-01,Amaravathi,7,soybean_anajngaon surji
akluj,ladies finger,2016,106,2045,3535,3535,2016-07-01,Solapur,7,ladies finger_akluj
dhule,cowpea,2016,3,1900,1900,1900,2016-07-01,Dhule,7,cowpea_dhule
akluj,cabbage,2016,252,938,1552,1552,2016-07-01,Solapur,7,cabbage_akluj
akluj,shevga,2016,306,2700,4281,4281,2016-07-01,Solapur,7,shevga_akluj
amarawati,green gram,2016,79,4850,5183,5017,2016-07-01,Amaravathi,7,green gram_amarawati
akluj,brinjal,2016,174,1510,2571,2571,2016-07-01,Solapur,7,brinjal_akluj
akluj,chillies(red),2016,174,4200,7100,7100,2016-07-01,Solapur,7,chillies(red)_akluj
rahata,tomato,2016,282,1073,3223,2131,2016-07-01,Ahmadnagar,7,tomato_rahata
karanja,soybean,2016,22370,3215,3727,3526,2016-07-01,Wasim,7,soybean_karanja
barshi,bajri,2016,106,1764,1818,1797,2016-07-01,Solapur,7,bajri_barshi
barshi,paddy-unhusked,2016,146,1691,1825,1812,2016-07-01,Solapur,7,paddy-unhusked_barshi
vai,green chilli,2016,226,5767,6743,6408,2016-07-01,Satara,7,green chilli_vai
dhule,wheat(husked),2016,2474,1641,1974,1790,2016-07-01,Dhule,7,wheat(husked)_dhule
karanja,black gram,2016,10,6300,10200,9000,2016-07-01,Wasim,7,black gram_karanja
karanja,gram,2016,1135,6341,7814,7156,2016-07-01,Wasim,7,gram_karanja
lasur station,bajri,2016,732,1632,1854,1743,2016-07-01,Aurangabad,7,bajri_lasur station
anajngaon surji,wheat(husked),2016,237,1507,1971,1714,2016-07-01,Amaravathi,7,wheat(husked)_anajngaon surji
aurangabad,tomato,2016,2899,1883,3321,2598,2016-07-01,Aurangabad,7,tomato_aurangabad
rahuri-vambori,sorgum(jawar),2016,102,1608,1843,1737,2016-07-01,Ahmadnagar,7,sorgum(jawar)_rahuri-vambori
jalna,wheat(husked),2016,815,1874,2024,1942,2016-07-01,Jalna,7,wheat(husked)_jalna
karanja,wheat(husked),2016,3600,1624,1931,1771,2016-07-01,Wasim,7,wheat(husked)_karanja
jalna,sorgum(jawar),2016,6652,1513,2580,1951,2016-07-01,Jalna,7,sorgum(jawar)_jalna
anajngaon surji,sorgum(jawar),2016,30,1200,1543,1379,2016-07-01,Amaravathi,7,sorgum(jawar)_anajngaon surji
rahuri-vambori,wheat(husked),2016,73,1799,1914,1856,2016-07-01,Ahmadnagar,7,wheat(husked)_rahuri-vambori
aurangabad,brinjal,2016,1008,1129,1900,1515,2016-07-01,Aurangabad,7,brinjal_aurangabad
anajngaon surji,gram,2016,435,7269,7839,7559,2016-07-01,Amaravathi,7,gram_anajngaon surji
jalna,maize,2016,188,1700,1738,1731,2016-07-01,Jalna,7,maize_jalna
dhule,ground nut pods (dry),2016,1604,4415,6271,6112,2016-07-01,Dhule,7,ground nut pods (dry)_dhule
amarawati,black gram,2016,25,7000,10833,8917,2016-07-01,Amaravathi,7,black gram_amarawati
karanja,pigeon pea (tur),2016,34900,7829,8559,8283,2016-07-01,Wasim,7,pigeon pea (tur)_karanja
aurangabad,green chilli,2016,1716,5196,6326,5761,2016-07-01,Aurangabad,7,green chilli_aurangabad
jalna,gram,2016,455,6473,8036,7508,2016-07-01,Jalna,7,gram_jalna
gangapur,bajri,2016,115,1748,1917,1846,2016-07-01,Aurangabad,7,bajri_gangapur
dhule,matki,2016,6,5300,5300,5300,2016-07-01,Dhule,7,matki_dhule
akluj,water melon,2016,460,335,675,675,2016-07-01,Solapur,7,water melon_akluj
amarawati,soybean,2016,7153,3088,3645,3366,2016-07-01,Amaravathi,7,soybean_amarawati
dhule,green gram,2016,18,5568,5568,5568,2016-07-01,Dhule,7,green gram_dhule
gangapur,maize,2016,7,1696,1740,1728,2016-07-01,Aurangabad,7,maize_gangapur
gangapur,sorgum(jawar),2016,288,1733,1936,1848,2016-07-01,Aurangabad,7,sorgum(jawar)_gangapur
dhule,gram,2016,61,5996,7562,7289,2016-07-01,Dhule,7,gram_dhule
dhule,pigeon pea (tur),2016,26,7000,7100,7086,2016-07-01,Dhule,7,pigeon pea (tur)_dhule
amarawati,pigeon pea (tur),2016,9581,8352,8573,8462,2016-07-01,Amaravathi,7,pigeon pea (tur)_amarawati
gangapur,wheat(husked),2016,73,1707,1993,1822,2016-07-01,Aurangabad,7,wheat(husked)_gangapur
jalna,green gram,2016,17,4663,4738,4738,2016-07-01,Jalna,7,green gram_jalna
dhule,black gram,2016,6,8040,8040,8040,2016-07-01,Dhule,7,black gram_dhule
rahuri-vambori,gram,2016,59,6568,7603,7086,2016-07-01,Ahmadnagar,7,gram_rahuri-vambori
rahuri-vambori,bajri,2016,13,1829,1922,1875,2016-07-01,Ahmadnagar,7,bajri_rahuri-vambori
akluj,maize,2016,150,1725,1770,1770,2016-07-01,Solapur,7,maize_akluj
gangapur,gram,2016,41,5993,7292,7028,2016-07-01,Aurangabad,7,gram_gangapur
bhokardan,maize,2016,225,1589,1615,1601,2016-07-01,Jalna,7,maize_bhokardan
udgir,gram,2016,70,7542,7668,7640,2016-07-01,Latur,7,gram_udgir
ausa,gram,2016,35,5667,7217,6867,2016-07-01,Latur,7,gram_ausa
malkapur,gram,2016,252,6697,7883,7506,2016-07-01,Buldhana,7,gram_malkapur
malkapur,green gram,2016,7,4550,5700,5450,2016-07-01,Buldhana,7,green gram_malkapur
malkapur,pigeon pea (tur),2016,7359,7653,8513,8262,2016-07-01,Buldhana,7,pigeon pea (tur)_malkapur
rahata,carrot,2016,1,1500,1500,1500,2016-07-01,Ahmadnagar,7,carrot_rahata
malkapur,soybean,2016,1925,3239,3621,3440,2016-07-01,Buldhana,7,soybean_malkapur
nandura,bajri,2016,6,1487,1603,1603,2016-07-01,Buldhana,7,bajri_nandura
nandura,wheat(husked),2016,126,1526,1888,1861,2016-07-01,Buldhana,7,wheat(husked)_nandura
ausa,pigeon pea (tur),2016,48,6767,8434,8134,2016-07-01,Latur,7,pigeon pea (tur)_ausa
nanded,turmeric,2016,904,7979,9282,8388,2016-07-01,Nanded,7,turmeric_nanded
nandura,sorgum(jawar),2016,507,1368,1569,1560,2016-07-01,Buldhana,7,sorgum(jawar)_nandura
nandura,maize,2016,116,1393,1662,1644,2016-07-01,Buldhana,7,maize_nandura
nandura,gram,2016,120,6598,7463,7438,2016-07-01,Buldhana,7,gram_nandura
nandura,pigeon pea (tur),2016,1935,7900,8437,8432,2016-07-01,Buldhana,7,pigeon pea (tur)_nandura
nandura,black gram,2016,6,8783,9000,9000,2016-07-01,Buldhana,7,black gram_nandura
nandura,soybean,2016,580,3067,3534,3511,2016-07-01,Buldhana,7,soybean_nandura
nanded,pigeon pea (tur),2016,26,7917,8517,8383,2016-07-01,Nanded,7,pigeon pea (tur)_nanded
pune,wal papdi,2016,221,2619,4405,3952,2016-07-01,Pune,7,wal papdi_pune
ausa,safflower,2016,7,2606,2801,2726,2016-07-01,Latur,7,safflower_ausa
nandura,sesamum,2016,8,4250,4600,4550,2016-07-01,Buldhana,7,sesamum_nandura
nanded,sorgum(jawar),2016,81,1442,1475,1463,2016-07-01,Nanded,7,sorgum(jawar)_nanded
malkapur,maize,2016,77,1632,1675,1651,2016-07-01,Buldhana,7,maize_malkapur
bhokar,turmeric,2016,118,6983,8025,7517,2016-07-01,Nanded,7,turmeric_bhokar
malkapur,sorgum(jawar),2016,905,1487,1629,1565,2016-07-01,Buldhana,7,sorgum(jawar)_malkapur
ausa,sorgum(jawar),2016,164,1552,1856,1753,2016-07-01,Latur,7,sorgum(jawar)_ausa
mumbai,jaggery,2016,11160,3748,4200,3993,2016-07-01,Mumbai,7,jaggery_mumbai
morshi,gram,2016,254,7250,7588,7482,2016-07-01,Amaravathi,7,gram_morshi
mumbai,green peas (dry),2016,18071,3373,4100,3736,2016-07-01,Mumbai,7,green peas (dry)_mumbai
jalgaon jamod-aasalgaon,sorgum(jawar),2016,61,1300,1450,1375,2016-07-01,Buldhana,7,sorgum(jawar)_jalgaon jamod-aasalgaon
satara,ginger (fresh),2016,519,1357,2657,2014,2016-07-01,Satara,7,ginger (fresh)_satara
mumbai,spilt pigeon pea,2016,28620,8814,13686,11250,2016-07-01,Mumbai,7,spilt pigeon pea_mumbai
rahata,potato,2016,1619,1650,1825,1729,2016-07-01,Ahmadnagar,7,potato_rahata
mumbai,cowpea,2016,15167,5745,6820,6283,2016-07-01,Mumbai,7,cowpea_mumbai
jalgaon jamod-aasalgaon,pigeon pea (tur),2016,2056,7822,8500,8306,2016-07-01,Buldhana,7,pigeon pea (tur)_jalgaon jamod-aasalgaon
satara,potato,2016,4865,1613,1975,1794,2016-07-01,Satara,7,potato_satara
morshi,sorgum(jawar),2016,170,1417,1500,1467,2016-07-01,Amaravathi,7,sorgum(jawar)_morshi
rahata,ladies finger,2016,97,2208,2933,2525,2016-07-01,Ahmadnagar,7,ladies finger_rahata
jalgaon jamod-aasalgaon,soybean,2016,349,3100,3589,3417,2016-07-01,Buldhana,7,soybean_jalgaon jamod-aasalgaon
satara,bottle gourd,2016,175,674,1205,934,2016-07-01,Satara,7,bottle gourd_satara
morshi,wheat(husked),2016,308,1674,1764,1730,2016-07-01,Amaravathi,7,wheat(husked)_morshi
satara,cluster bean,2016,418,3905,5000,4433,2016-07-01,Satara,7,cluster bean_satara
lonar,gram,2016,202,7015,7616,7315,2016-07-01,Buldhana,7,gram_lonar
rahata,bottle gourd,2016,86,1425,2108,1750,2016-07-01,Ahmadnagar,7,bottle gourd_rahata
satara,bitter gourd,2016,67,4944,6028,5486,2016-07-01,Satara,7,bitter gourd_satara
chandur bajar,soybean,2016,554,3150,3538,3330,2016-07-01,Amaravathi,7,soybean_chandur bajar
malkapur,wheat(husked),2016,507,1687,1927,1806,2016-07-01,Buldhana,7,wheat(husked)_malkapur
satara,cabbage,2016,667,1929,2500,2214,2016-07-01,Satara,7,cabbage_satara
anajngaon surji,banana,2016,36,800,1100,1000,2016-07-01,Amaravathi,7,banana_anajngaon surji
satara,capsicum,2016,377,4675,5875,5280,2016-07-01,Satara,7,capsicum_satara
bhokar,sesamum,2016,15,6025,6363,6175,2016-07-01,Nanded,7,sesamum_bhokar
shegaon,black gram,2016,2,6405,6405,6405,2016-07-01,Buldhana,7,black gram_shegaon
chandur bajar,gram,2016,485,6750,7861,7368,2016-07-01,Amaravathi,7,gram_chandur bajar
shegaon,thymol/lovage,2016,4,11417,11417,11417,2016-07-01,Buldhana,7,thymol/lovage_shegaon
vai,ginger (fresh),2016,152,3157,3661,3461,2016-07-01,Satara,7,ginger (fresh)_vai
partur,wheat(husked),2016,88,1878,2178,2001,2016-07-01,Jalna,7,wheat(husked)_partur
rahata,garlic,2016,14,8000,8545,8000,2016-07-01,Ahmadnagar,7,garlic_rahata
shegaon,soybean,2016,459,3167,3574,3439,2016-07-01,Buldhana,7,soybean_shegaon
vai,ladies finger,2016,99,3000,3654,3425,2016-07-01,Satara,7,ladies finger_vai
rahata,capsicum,2016,58,3771,4771,4208,2016-07-01,Ahmadnagar,7,capsicum_rahata
latur,pigeon pea (tur),2016,6707,7800,9074,8621,2016-07-01,Latur,7,pigeon pea (tur)_latur
shegaon,mustard,2016,2,3350,3350,3350,2016-07-01,Buldhana,7,mustard_shegaon
jalna,soybean,2016,834,3282,3543,3510,2016-07-01,Jalna,7,soybean_jalna
latur,soybean,2016,18501,3458,3746,3677,2016-07-01,Latur,7,soybean_latur
jalna,pigeon pea (tur),2016,795,7750,8660,8324,2016-07-01,Jalna,7,pigeon pea (tur)_jalna
chandur bajar,wheat(husked),2016,784,1600,1825,1725,2016-07-01,Amaravathi,7,wheat(husked)_chandur bajar
vai,bottle gourd,2016,50,1420,1660,1529,2016-07-01,Satara,7,bottle gourd_vai
rahuri-vambori,onion,2016,66783,189,961,600,2016-07-01,Ahmadnagar,7,onion_rahuri-vambori
rahata,shevga,2016,17,3700,4000,3870,2016-07-01,Ahmadnagar,7,shevga_rahata
vai,flower,2016,435,2248,2652,2494,2016-07-01,Satara,7,flower_vai
anajngaon surji,chillies(red),2016,2,9000,11000,10000,2016-07-01,Amaravathi,7,chillies(red)_anajngaon surji
vai,brinjal,2016,210,1865,2359,2143,2016-07-01,Satara,7,brinjal_vai
latur,green gram,2016,9,6150,6150,6150,2016-07-01,Latur,7,green gram_latur
shegaon,wheat(husked),2016,113,1576,1724,1621,2016-07-01,Buldhana,7,wheat(husked)_shegaon
shahada,wheat(husked),2016,245,1642,1869,1798,2016-07-01,Nandurbar,7,wheat(husked)_shahada
rahata,bitter gourd,2016,48,3985,4815,4285,2016-07-01,Ahmadnagar,7,bitter gourd_rahata
rahata,cucumber,2016,189,592,917,750,2016-07-01,Ahmadnagar,7,cucumber_rahata
bhokar,soybean,2016,30,3367,3501,3450,2016-07-01,Nanded,7,soybean_bhokar
nagbhid,paddy-unhusked,2016,4827,2043,2266,2256,2016-07-01,Chandrapur,7,paddy-unhusked_nagbhid
shegaon,sorgum(jawar),2016,176,1411,1550,1492,2016-07-01,Buldhana,7,sorgum(jawar)_shegaon
mul,paddy-unhusked,2016,16858,2055,2391,2321,2016-07-01,Chandrapur,7,paddy-unhusked_mul
ausa,sunflower,2016,3,2875,3000,2901,2016-07-01,Latur,7,sunflower_ausa
chandur bajar,pigeon pea (tur),2016,2110,7775,8385,8105,2016-07-01,Amaravathi,7,pigeon pea (tur)_chandur bajar
bhokar,pigeon pea (tur),2016,244,8325,8759,8569,2016-07-01,Nanded,7,pigeon pea (tur)_bhokar
satara,brinjal,2016,535,1636,2491,2064,2016-07-01,Satara,7,brinjal_satara
shegaon,gram,2016,267,7198,7879,7683,2016-07-01,Buldhana,7,gram_shegaon
bhokar,gram,2016,18,6425,7200,7025,2016-07-01,Nanded,7,gram_bhokar
bhokar,wheat(husked),2016,24,1513,1713,1613,2016-07-01,Nanded,7,wheat(husked)_bhokar
rahata,onion,2016,179784,200,1167,760,2016-07-01,Ahmadnagar,7,onion_rahata
nandurbar,bajri,2016,33,1472,1713,1610,2016-07-01,Nandurbar,7,bajri_nandurbar
shegaon,green gram,2016,15,6102,6168,6168,2016-07-01,Buldhana,7,green gram_shegaon
nandurbar,wheat(husked),2016,264,1500,1902,1676,2016-07-01,Nandurbar,7,wheat(husked)_nandurbar
nandurbar,sorgum(jawar),2016,220,1414,1618,1521,2016-07-01,Nandurbar,7,sorgum(jawar)_nandurbar
satara,green chilli,2016,636,5476,6643,6060,2016-07-01,Satara,7,green chilli_satara
latur,gram,2016,2578,7207,8025,7876,2016-07-01,Latur,7,gram_latur
nandurbar,maize,2016,21,1631,1691,1691,2016-07-01,Nandurbar,7,maize_nandurbar
shegaon,pigeon pea (tur),2016,704,7634,8257,8012,2016-07-01,Buldhana,7,pigeon pea (tur)_shegaon
nandurbar,gram,2016,51,6291,6453,6453,2016-07-01,Nandurbar,7,gram_nandurbar
barshi,wheat(husked),2016,270,1753,2133,1883,2016-07-01,Solapur,7,wheat(husked)_barshi
barshi,pigeon pea (tur),2016,197,7193,8054,7642,2016-07-01,Solapur,7,pigeon pea (tur)_barshi
amarawati,sorgum(jawar),2016,42,1763,2138,1950,2016-07-01,Amaravathi,7,sorgum(jawar)_amarawati
malegaon,maize,2016,1,1752,1752,1752,2016-07-01,Nasik,7,maize_malegaon
umarkhed,soybean,2016,290,3550,3725,3638,2016-07-01,Yewatmal,7,soybean_umarkhed
malegaon,wheat(husked),2016,24,1624,1876,1693,2016-07-01,Nasik,7,wheat(husked)_malegaon
shrirampur,wheat(husked),2016,10,1526,1946,1863,2016-07-01,Ahmadnagar,7,wheat(husked)_shrirampur
shrirampur,brinjal,2016,143,1374,1842,1608,2016-07-01,Ahmadnagar,7,brinjal_shrirampur
malegaon,bajri,2016,54,1662,2118,1804,2016-07-01,Nasik,7,bajri_malegaon
shrirampur,sorgum(jawar),2016,44,1667,1934,1817,2016-07-01,Ahmadnagar,7,sorgum(jawar)_shrirampur
washim,soybean,2016,6480,3818,4011,3920,2016-07-01,Wasim,7,soybean_washim
lasalgaon,soybean,2016,575,2515,3678,3625,2016-07-01,Nasik,7,soybean_lasalgaon
ner parasopant,soybean,2016,761,3467,3604,3536,2016-07-01,Yewatmal,7,soybean_ner parasopant
dondaicha,maize,2016,24,1695,1739,1734,2016-07-01,Dhule,7,maize_dondaicha
lasalgaon,gram,2016,215,6033,8632,7853,2016-07-01,Nasik,7,gram_lasalgaon
shrirampur,gram,2016,20,5400,6117,5875,2016-07-01,Ahmadnagar,7,gram_shrirampur
shrirampur,capsicum,2016,129,2265,3088,2682,2016-07-01,Ahmadnagar,7,capsicum_shrirampur
bhokardan,soybean,2016,176,3497,3573,3533,2016-07-01,Jalna,7,soybean_bhokardan
lasalgaon,maize,2016,49,1558,1840,1773,2016-07-01,Nasik,7,maize_lasalgaon
partur,sorgum(jawar),2016,270,1756,1863,1819,2016-07-01,Jalna,7,sorgum(jawar)_partur
shrirampur,pomegranate,2016,68,3563,4563,4063,2016-07-01,Ahmadnagar,7,pomegranate_shrirampur
aurangabad,pomegranate,2016,1033,1145,4477,2834,2016-07-01,Aurangabad,7,pomegranate_aurangabad
lasalgaon,sorgum(jawar),2016,87,1482,1936,1762,2016-07-01,Nasik,7,sorgum(jawar)_lasalgaon
aurangabad,lemon,2016,305,1979,3000,2510,2016-07-01,Aurangabad,7,lemon_aurangabad
shrirampur,bajri,2016,16,1625,1880,1810,2016-07-01,Ahmadnagar,7,bajri_shrirampur
dondaicha,sorgum(jawar),2016,103,1592,1689,1649,2016-07-01,Dhule,7,sorgum(jawar)_dondaicha
malegaon,onion,2016,12618,284,821,659,2016-07-01,Nasik,7,onion_malegaon
shevgaon-bodhegaon,sorgum(jawar),2016,1410,1661,1843,1843,2016-07-01,Ahmadnagar,7,sorgum(jawar)_shevgaon-bodhegaon
bhokardan-pimpalgaon renu,maize,2016,54,1567,1600,1582,2016-07-01,Jalna,7,maize_bhokardan-pimpalgaon renu
solapur,cabbage,2016,667,894,1994,1550,2016-07-01,Solapur,7,cabbage_solapur
pimpalgaon basawant,pomegranate,2016,1416,340,7929,4517,2016-07-01,Nasik,7,pomegranate_pimpalgaon basawant
solapur,capsicum,2016,297,2890,4720,3748,2016-07-01,Solapur,7,capsicum_solapur
vadgaon peth,bitter gourd,2016,137,2079,3568,3047,2016-07-01,Kolhapur,7,bitter gourd_vadgaon peth
solapur,ridge gourd,2016,683,617,3179,2045,2016-07-01,Solapur,7,ridge gourd_solapur
pimpalgaon (b)-saykheda,onion,2016,21220,206,869,620,2016-07-01,Nasik,7,onion_pimpalgaon (b)-saykheda
solapur,tomato,2016,9257,616,2195,1295,2016-07-01,Solapur,7,tomato_solapur
vadgaon peth,flower,2016,188,1350,2931,2413,2016-07-01,Kolhapur,7,flower_vadgaon peth
solapur,brinjal,2016,924,640,3133,1576,2016-07-01,Solapur,7,brinjal_solapur
aurangabad,mosambi,2016,907,1635,3339,2487,2016-07-01,Aurangabad,7,mosambi_aurangabad
manmad,gram,2016,28,6773,7629,7361,2016-07-01,Nasik,7,gram_manmad
ratanagari,cucumber,2016,259,1062,1654,1400,2016-07-01,Ratnagiri,7,cucumber_ratanagari
solapur,green chilli,2016,1520,3406,6389,4867,2016-07-01,Solapur,7,green chilli_solapur
manmad,maize,2016,23,1733,1791,1733,2016-07-01,Nasik,7,maize_manmad
solapur,chillies(red),2016,122,10292,13253,11942,2016-07-01,Solapur,7,chillies(red)_solapur
vadgaon peth,ladies finger,2016,104,1772,3061,2717,2016-07-01,Kolhapur,7,ladies finger_vadgaon peth
ratanagari,ladies finger,2016,495,3222,4328,3833,2016-07-01,Ratnagiri,7,ladies finger_ratanagari
manmad,wheat(husked),2016,4,1611,1633,1611,2016-07-01,Nasik,7,wheat(husked)_manmad
shevgaon-bodhegaon,wheat(husked),2016,25,1786,1821,1821,2016-07-01,Ahmadnagar,7,wheat(husked)_shevgaon-bodhegaon
bhokardan-pimpalgaon renu,wheat(husked),2016,21,1500,1600,1550,2016-07-01,Jalna,7,wheat(husked)_bhokardan-pimpalgaon renu
manmad,bajri,2016,50,1605,1924,1798,2016-07-01,Nasik,7,bajri_manmad
solapur,garlic,2016,1180,6047,10400,6958,2016-07-01,Solapur,7,garlic_solapur
solapur,bitter gourd,2016,263,1825,4390,3228,2016-07-01,Solapur,7,bitter gourd_solapur
aurangabad,papai,2016,199,1157,1857,1507,2016-07-01,Aurangabad,7,papai_aurangabad
shrirampur,lemon,2016,73,3342,4105,3737,2016-07-01,Ahmadnagar,7,lemon_shrirampur
shirpur,ground nut pods (dry),2016,1578,4798,6233,5952,2016-07-01,Dhule,7,ground nut pods (dry)_shirpur
shirpur,green gram,2016,3,5642,5642,5642,2016-07-01,Dhule,7,green gram_shirpur
shrirampur,ladies finger,2016,110,2553,3342,2955,2016-07-01,Ahmadnagar,7,ladies finger_shrirampur
shirpur,gram,2016,24,6199,7036,6916,2016-07-01,Dhule,7,gram_shirpur
manora,soybean,2016,1477,3467,3683,3567,2016-07-01,Wasim,7,soybean_manora
shrirampur,bottle gourd,2016,58,768,968,868,2016-07-01,Ahmadnagar,7,bottle gourd_shrirampur
shirpur,maize,2016,44,1533,1659,1608,2016-07-01,Dhule,7,maize_shirpur
bhokardan,wheat(husked),2016,174,1528,1602,1561,2016-07-01,Jalna,7,wheat(husked)_bhokardan
